,Date,Latitude,Longitude,Speed,Altitude,ir,luminosity,pm1s,pm25s,pm10s,pm1e,pm25e,pm10e,a03um01Lair,a05um01Lair,a1um01Lair,a25um01Lair,a5um01Lair,a10um01Lair,Co2,Temp,Hum,uv,ROH,NH4
0,2021-06-15 19:19:02.000,14.550775,121.10065041,54.859,93.0,1067,200.3389,0,25,0,0,0,0,0,0,0,0,0,0,578.13,22.5,85.6,0.01,0,0
1,2021-06-15 19:19:02.000,14.55083143,121.10056439,55.69,93.0,1074,202.1224,0,25,0,0,0,0,0,0,0,0,0,0,593.75,22.6,85.6,0.02,0,0
2,2021-06-15 19:19:13.000,14.55088069,121.10048218,56.441,93.0,1074,199.7331,0,23,0,0,0,0,0,0,0,0,0,0,625.0,22.6,85.6,0.02,0,0
3,2021-06-15 19:19:08.000,14.55092119,121.10041894,56.647,93.0,1078,202.0101,0,23,0,0,0,0,0,0,0,0,0,0,578.13,22.6,85.5,0.03,0,0
4,2021-06-15 19:19:08.000,14.55095697,121.10035239,57.384,93.0,1079,201.8277,0,28,0,0,0,0,0,0,0,0,0,0,609.38,22.7,85.5,0.01,0,0
5,2021-06-15 19:19:08.000,14.55098476,121.10030454,57.037,93.0,1056,198.7751,0,24,0,0,0,0,0,0,0,0,0,0,593.75,22.7,85.4,0.02,0,0
6,2021-06-15 19:19:08.000,14.55101954,121.10025479,56.702,93.0,1055,198.8502,0,23,0,0,0,0,0,0,0,0,0,0,593.75,22.8,85.4,0.02,0,0
7,2021-06-15 19:19:08.000,14.55105896,121.10019323,56.577,93.0,1059,200.0534,0,17,0,0,0,0,0,0,0,0,0,0,593.75,22.8,85.3,0.02,0,0
8,2021-06-15 19:19:08.000,14.5510989,121.10013054,56.14,93.0,1073,202.7613,0,17,0,0,0,0,0,0,0,0,0,0,609.38,22.8,85.2,0.02,0,0
9,2021-06-15 19:19:08.000,14.55113797,121.1000711,55.838,93.0,1025,193.7456,0,17,0,0,0,0,0,0,0,0,0,0,853.13,22.9,85.2,0.02,0,0
10,2021-06-15 19:19:31.000,14.5511688,121.10001818,55.561,84.1,1037,198.0002,0,17,0,0,0,0,0,0,0,0,0,0,853.13,22.9,85.1,0.02,0,0
11,2021-06-15 19:19:31.000,14.55119484,121.09997497,55.671,84.1,992,184.3827,0,17,0,0,0,0,0,0,0,0,0,0,853.13,23.0,85.1,0.02,0,0
12,2021-06-15 19:19:31.000,14.55121933,121.09993778,55.364,84.1,671,125.8385,0,16,0,0,0,0,0,0,0,0,0,0,853.13,23.0,85.1,0.02,0,0
13,2021-06-15 19:19:31.000,14.55124099,121.09990525,55.196,84.1,270,52.8151,0,17,0,0,0,0,0,0,0,0,0,0,837.5,23.0,84.9,0.02,0,0
14,2021-06-15 19:19:42.000,14.55127314,121.09986304,55.066,84.1,124,26.1622,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.1,84.9,0.01,0,0
15,2021-06-15 19:19:42.000,14.55130815,121.09982125,55.001,84.1,171,34.876,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.1,84.8,0.02,0,0
16,2021-06-15 19:19:48.000,14.55134578,121.09977459,54.9,84.1,172,34.8543,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.2,84.9,0.02,0,0
17,2021-06-15 19:19:48.000,14.55138078,121.0997167,55.664,84.1,81,17.9267,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.2,84.7,0.02,0,0
18,2021-06-15 19:19:59.000,14.55141358,121.09965723,55.654,84.1,190,38.0939,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.2,84.8,0.02,0,0
19,2021-06-15 19:20:02.000,14.55144746,121.09959978,54.93,84.1,189,38.0887,0,14,0,0,0,0,0,0,0,0,0,0,946.88,23.3,84.8,0.02,0,0
20,2021-06-15 19:20:05.000,14.55148047,121.09953677,55.341,84.1,344,71.2954,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.3,84.6,0.02,0,0
21,2021-06-15 19:20:08.000,14.5515166,121.09947638,55.018,84.1,53,12.4852,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.3,84.6,0.01,0,0
22,2021-06-15 19:20:11.000,14.55154682,121.09943209,54.823,84.1,54,12.6247,0,14,0,0,0,0,0,0,0,0,0,0,825.0,23.4,84.4,0.01,0,0
23,2021-06-15 19:20:13.000,14.55156832,121.0993898,55.55,84.1,305,59.8267,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.4,84.4,0.02,0,0
24,2021-06-15 19:20:16.000,14.5515849,121.0993665,55.944,84.1,213,42.0319,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.4,84.4,0.02,0,0
25,2021-06-15 19:20:19.000,14.55160205,121.09933806,56.717,83.7,980,188.1569,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.5,84.2,0.02,0,0
26,2021-06-15 19:20:22.000,14.55162503,121.09930583,56.562,83.7,1032,196.4154,0,16,0,0,0,0,0,0,0,0,0,0,962.5,23.5,84.3,0.02,0,0
27,2021-06-15 19:20:25.000,14.55164266,121.09927191,57.336,83.7,922,178.3084,0,19,0,0,0,0,0,0,0,0,0,0,837.5,23.5,84.3,0.02,0,0
28,2021-06-15 19:20:28.000,14.55166126,121.09924284,57.271,83.7,975,187.3241,0,15,0,0,0,0,0,0,0,0,0,0,853.13,23.6,84.2,0.02,0,0
29,2021-06-15 19:20:31.000,14.55168008,121.09920768,57.818,83.7,1003,192.1222,0,15,0,0,0,0,0,0,0,0,0,0,853.13,23.6,84.1,0.02,0,0
30,2021-06-15 19:20:33.000,14.55170399,121.09916782,58.27,83.7,1011,193.4547,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.6,84.0,0.02,0,0
31,2021-06-15 19:20:36.000,14.55173055,121.09912406,58.143,83.7,842,164.4466,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.7,84.1,0.02,0,0
32,2021-06-15 19:20:39.000,14.55174876,121.09908863,57.752,83.6,821,161.0565,0,12,0,0,0,0,0,0,0,0,0,0,853.13,23.7,84.0,0.02,0,0
33,2021-06-15 19:20:42.000,14.55176004,121.09906119,57.336,83.6,1002,191.7944,0,15,0,0,0,0,0,0,0,0,0,0,962.5,23.7,83.9,0.01,0,0
34,2021-06-15 19:20:45.000,14.5517641,121.09903971,56.999,83.5,1141,215.3232,0,15,0,0,0,0,0,0,0,0,0,0,853.13,23.7,83.8,0.02,0,0
35,2021-06-15 19:20:48.000,14.55177049,121.09902545,56.467,83.5,411,71.6874,0,12,0,0,0,0,0,0,0,0,0,0,837.5,23.8,83.8,0.02,0,0
36,2021-06-15 19:20:51.000,14.55177982,121.09901437,56.105,83.5,255,42.0011,0,12,0,0,0,0,0,0,0,0,0,0,837.5,23.7,83.8,0.01,0,0
37,2021-06-15 19:20:54.000,14.55178945,121.09900149,55.903,83.5,279,48.6782,0,12,0,0,0,0,0,0,0,0,0,0,793.75,23.8,83.8,0.01,0,0
38,2021-06-15 19:20:56.000,14.55180194,121.09898483,55.641,83.5,403,71.2393,0,11,0,0,0,0,0,0,0,0,0,0,793.75,23.8,83.7,0.02,0,0
39,2021-06-15 19:20:59.000,14.55181583,121.09896713,55.221,83.5,434,77.4763,0,15,0,0,0,0,0,0,0,0,0,0,793.75,23.9,83.7,0.02,0,0
40,2021-06-15 19:21:02.000,14.55183264,121.09894487,55.931,83.5,407,73.5148,0,19,0,0,0,0,0,0,0,0,0,0,915.63,23.9,83.7,0.01,0,0
41,2021-06-15 19:21:05.000,14.55185329,121.09891687,55.739,83.5,181,31.8962,0,22,0,0,0,0,0,0,0,0,0,0,809.38,23.9,83.5,0.01,0,0
42,2021-06-15 19:21:08.000,14.55187449,121.0988874,55.344,83.5,558,90.982,0,17,0,0,0,0,0,0,0,0,0,0,809.38,24.0,83.5,0.02,0,0
43,2021-06-15 19:21:11.000,14.55189377,121.09886109,55.51,83.8,515,79.3526,0,16,0,0,0,0,0,0,0,0,0,0,793.75,24.0,83.5,0.02,0,0
44,2021-06-15 19:21:14.000,14.55190937,121.09883874,55.771,83.9,574,89.2882,0,16,0,0,0,0,0,0,0,0,0,0,778.13,24.0,83.4,0.01,0,0
45,2021-06-15 19:21:17.000,14.55192302,121.09881703,55.509,83.9,300,49.9532,0,15,0,0,0,0,0,0,0,0,0,0,762.5,24.0,83.4,0.03,0,0
46,2021-06-15 19:21:19.000,14.55193691,121.09879184,55.967,83.9,503,93.5319,0,17,0,0,0,0,0,0,0,0,0,0,778.13,24.0,83.2,0.02,0,0
47,2021-06-15 19:21:22.000,14.55195246,121.09876492,55.668,83.9,686,127.4244,0,18,0,0,0,0,0,0,0,0,0,0,900.0,24.0,83.2,0.01,0,0
48,2021-06-15 19:21:25.000,14.5519719,121.09873268,55.502,83.9,233,39.407,0,19,0,0,0,0,0,0,0,0,0,0,778.13,24.1,83.1,0.02,0,0
49,2021-06-15 19:21:28.000,14.55199652,121.09869439,55.74,83.9,315,57.5987,0,15,0,0,0,0,0,0,0,0,0,0,793.75,24.1,83.0,0.02,0,0
50,2021-06-15 19:21:31.000,14.55202666,121.09864715,55.883,83.9,346,62.9238,0,16,0,0,0,0,0,0,0,0,0,0,778.13,24.2,83.0,0.02,0,0
51,2021-06-15 19:21:34.000,14.55205382,121.09859876,56.141,83.9,202,34.7246,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.2,82.9,0.01,0,0
52,2021-06-15 19:21:37.000,14.55208565,121.09855232,56.257,83.9,786,146.82,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.2,82.8,0.02,0,0
53,2021-06-15 19:21:40.000,14.55211123,121.09850961,56.684,83.9,827,155.7436,0,15,0,0,0,0,0,0,0,0,0,0,778.13,24.2,82.8,0.01,0,0
54,2021-06-15 19:21:43.000,14.55213797,121.09846851,56.503,83.9,838,158.9453,0,16,0,0,0,0,0,0,0,0,0,0,915.63,24.2,82.7,0.02,0,0
55,2021-06-15 19:21:45.000,14.55216068,121.09843317,57.056,83.9,838,159.0259,0,16,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.8,0.02,0,0
56,2021-06-15 19:21:48.000,14.5521846,121.09839908,57.1,83.9,840,158.9831,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.7,0.02,0,0
57,2021-06-15 19:21:51.000,14.5522076,121.09835803,57.056,83.9,192,33.5947,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.6,0.02,0,0
58,2021-06-15 19:21:54.000,14.55222904,121.09831833,57.208,84.5,348,68.735,0,13,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.5,0.03,0,0
59,2021-06-15 19:21:57.000,14.55224801,121.09828081,56.782,84.5,360,68.4502,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.4,82.5,0.02,0,0
60,2021-06-15 19:22:00.000,14.55226643,121.09824532,56.484,84.5,246,44.2532,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.4,82.5,0.02,0,0
61,2021-06-15 19:22:02.000,14.55228431,121.09821253,56.272,84.5,173,29.1699,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.4,82.5,0.02,0,0
62,2021-06-15 19:22:05.000,14.55230097,121.09818206,55.96,84.5,293,56.6727,0,14,0,0,0,0,0,0,0,0,0,0,778.13,24.4,82.3,0.02,0,0
63,2021-06-15 19:22:08.000,14.55232072,121.09814911,55.769,84.5,298,57.1026,0,15,0,0,0,0,0,0,0,0,0,0,884.38,24.4,82.3,0.02,0,0
64,2021-06-15 19:22:11.000,14.55234289,121.09811372,55.814,84.8,215,41.8007,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.5,82.2,0.02,0,0
65,2021-06-15 19:22:14.000,14.5523679,121.0980681,55.714,84.8,209,37.848,0,15,0,0,0,0,0,0,0,0,0,0,793.75,24.5,82.1,0.02,0,0
66,2021-06-15 19:22:16.000,14.55240129,121.09801122,55.624,84.8,249,44.4043,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.5,82.0,0.02,0,0
67,2021-06-15 19:22:19.000,14.5524353,121.09795373,55.799,84.8,261,49.6506,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.6,82.1,0.02,0,0
68,2021-06-15 19:22:22.000,14.55247068,121.09790201,55.867,85.0,255,48.5706,0,14,0,0,0,0,0,0,0,0,0,0,778.13,24.5,82.0,0.02,0,0
69,2021-06-15 19:22:25.000,14.55250456,121.09785388,55.966,85.0,208,39.5066,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.6,81.8,0.02,0,0
70,2021-06-15 19:22:28.000,14.5525335,121.0978102,55.968,85.0,215,43.0638,0,11,0,0,0,0,0,0,0,0,0,0,778.13,24.6,81.8,0.02,0,0
71,2021-06-15 19:22:30.000,14.552562,121.0977669,56.057,85.0,451,86.2664,0,12,0,0,0,0,0,0,0,0,0,0,793.75,24.6,81.8,0.01,0,0
72,2021-06-15 19:22:33.000,14.55259156,121.09772403,56.011,85.0,278,47.7612,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.6,81.7,0.02,0,0
73,2021-06-15 19:22:36.000,14.55261912,121.0976832,55.699,85.0,228,42.5696,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.7,81.6,0.01,0,0
74,2021-06-15 19:22:39.000,14.55264567,121.09764622,55.7,85.0,271,52.0414,0,13,0,0,0,0,0,0,0,0,0,0,793.75,24.7,81.6,0.02,0,0
75,2021-06-15 19:22:42.000,14.55267289,121.09761442,55.688,85.1,308,62.907,0,13,0,0,0,0,0,0,0,0,0,0,793.75,24.7,81.5,0.02,0,0
76,2021-06-15 19:22:45.000,14.55269911,121.09758374,56.122,85.1,127,37.0476,0,12,0,0,0,0,0,0,0,0,0,0,778.13,24.7,81.4,0.02,0,0
77,2021-06-15 19:22:48.000,14.55272416,121.09755352,56.322,85.1,231,36.2105,0,12,0,0,0,0,0,0,0,0,0,0,778.13,24.7,81.4,0.02,0,0
78,2021-06-15 19:22:51.000,14.55274863,121.09752047,56.527,85.1,318,68.9309,0,12,0,0,0,0,0,0,0,0,0,0,778.13,24.8,81.4,0.02,0,0
79,2021-06-15 19:22:54.000,14.55277345,121.09748503,56.984,85.1,335,68.9092,0,14,0,0,0,0,0,0,0,0,0,0,900.0,24.8,81.2,0.01,0,0
80,2021-06-15 19:22:56.000,14.55279833,121.0974524,56.427,85.3,315,62.379,0,17,0,0,0,0,0,0,0,0,0,0,793.75,24.8,81.2,0.01,0,0
81,2021-06-15 19:22:59.000,14.55282727,121.09741932,56.501,85.4,338,66.2634,0,20,0,0,0,0,0,0,0,0,0,0,778.13,24.8,81.1,0.01,0,0
82,2021-06-15 19:23:02.000,14.55285727,121.0973897,56.698,85.4,113,23.0393,0,20,0,0,0,0,0,0,0,0,0,0,778.13,24.8,81.1,0.01,0,0
83,2021-06-15 19:23:05.000,14.55288703,121.09735918,56.474,85.4,113,23.2814,0,18,0,0,0,0,0,0,0,0,0,0,762.5,24.8,81.0,0.02,0,0
84,2021-06-15 19:23:08.000,14.55291624,121.09732854,56.646,85.4,193,66.9431,0,18,0,0,0,0,0,0,0,0,0,0,778.13,24.9,81.0,0.02,0,0
85,2021-06-15 19:23:11.000,14.55294711,121.09729618,56.988,85.4,96,25.6814,0,18,0,0,0,0,0,0,0,0,0,0,778.13,24.9,80.9,0.02,0,0
86,2021-06-15 19:23:14.000,14.55297818,121.09726224,56.818,85.4,78,18.5052,0,20,0,0,0,0,0,0,0,0,0,0,884.38,24.9,80.9,0.02,0,0
87,2021-06-15 19:23:17.000,14.55300773,121.09723107,56.443,85.4,12,1.4659,0,20,0,0,0,0,0,0,0,0,0,0,762.5,24.9,80.9,0.02,0,0
88,2021-06-15 19:23:20.000,14.55303575,121.09720289,55.882,85.4,278,46.5826,0,18,0,0,0,0,0,0,0,0,0,0,778.13,24.9,80.8,0.01,0,0
89,2021-06-15 19:23:22.000,14.55306687,121.09717329,55.468,85.4,301,51.8341,0,18,0,0,0,0,0,0,0,0,0,0,778.13,25.0,80.7,0.02,0,0
90,2021-06-15 19:23:25.000,14.55309952,121.09712754,55.32,85.4,339,58.0844,0,16,0,0,0,0,0,0,0,0,0,0,762.5,25.0,80.6,0.02,0,0
91,2021-06-15 19:23:28.000,14.55313401,121.09709683,54.078,85.4,299,49.9473,0,15,0,0,0,0,0,0,0,0,0,0,793.75,24.9,80.7,0.01,0,0
92,2021-06-15 19:23:31.000,14.55316852,121.0970632,53.549,85.5,212,27.8723,0,14,0,0,0,0,0,0,0,0,0,0,778.13,25.0,80.7,0.02,0,0
93,2021-06-15 19:23:34.000,14.55320391,121.0970296,53.038,85.5,83,12.1171,0,15,0,0,0,0,0,0,0,0,0,0,884.38,25.0,80.6,0.02,0,0
94,2021-06-15 19:23:37.000,14.55324609,121.09699991,52.832,85.5,316,45.5901,0,14,0,0,0,0,0,0,0,0,0,0,793.75,25.0,80.7,0.02,0,0
95,2021-06-15 19:23:40.000,14.55329185,121.09697302,53.292,85.5,216,30.1887,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.6,0.02,0,0
96,2021-06-15 19:23:42.000,14.55333459,121.09694645,53.292,85.5,332,62.0141,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.4,0.01,0,0
97,2021-06-15 19:23:45.000,14.55337785,121.09692473,53.627,85.5,359,61.6308,0,11,0,0,0,0,0,0,0,0,0,0,762.5,25.1,80.4,0.03,0,0
98,2021-06-15 19:23:48.000,14.55341376,121.09691154,53.938,85.5,278,55.76,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.4,0.01,0,0
99,2021-06-15 19:23:51.000,14.55345038,121.09689868,53.95,85.5,126,19.948,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.3,0.02,0,0
100,2021-06-15 19:23:54.000,14.55348143,121.09689259,53.771,85.5,148,27.9282,0,13,0,0,0,0,0,0,0,0,0,0,868.75,25.1,80.3,0.02,0,0
101,2021-06-15 19:23:57.000,14.55351452,121.09688605,53.869,85.5,182,33.1624,0,13,0,0,0,0,0,0,0,0,0,0,778.13,25.2,80.2,0.02,0,0
102,2021-06-15 19:24:00.000,14.55354403,121.09687976,53.763,85.5,183,34.6711,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.2,80.1,0.02,0,0
103,2021-06-15 19:24:03.000,14.5535737,121.09687382,54.289,85.5,152,26.1268,0,10,0,0,0,0,0,0,0,0,0,0,762.5,25.2,80.0,0.02,0,0
104,2021-06-15 19:24:05.000,14.55360473,121.09687175,54.535,85.5,36,3.7896,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.2,79.9,0.02,0,0
105,2021-06-15 19:24:08.000,14.55363741,121.09686535,54.895,85.5,133,26.8002,0,10,0,0,0,0,0,0,0,0,0,0,762.5,25.2,79.9,0.01,0,0
106,2021-06-15 19:24:11.000,14.55366683,121.09686813,54.472,85.5,205,31.6386,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.2,79.8,0.01,0,0
107,2021-06-15 19:24:14.000,14.55369906,121.0968698,54.24,85.5,168,36.8791,0,12,0,0,0,0,0,0,0,0,0,0,900.0,25.2,79.8,0.01,0,0
108,2021-06-15 19:24:17.000,14.55373371,121.09687073,54.372,85.5,212,36.6318,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.3,79.7,0.01,0,0
109,2021-06-15 19:24:20.000,14.55376829,121.09687279,53.935,85.5,26,4.9484,0,8,0,0,0,0,0,0,0,0,0,0,762.5,25.3,79.6,0.02,0,0
110,2021-06-15 19:24:23.000,14.55380103,121.09687544,53.746,85.5,48,7.2747,0,8,0,0,0,0,0,0,0,0,0,0,762.5,25.2,79.5,0.02,0,0
111,2021-06-15 19:24:25.000,14.55383328,121.09687888,53.713,85.5,196,34.2878,0,9,0,0,0,0,0,0,0,0,0,0,762.5,25.3,79.5,0.02,0,0
112,2021-06-15 19:24:28.000,14.55386915,121.09688481,53.711,85.3,371,66.7934,0,8,0,0,0,0,0,0,0,0,0,0,778.13,25.3,79.5,0.02,0,0
113,2021-06-15 19:24:31.000,14.5539104,121.09689468,53.629,85.3,145,34.4522,0,13,0,0,0,0,0,0,0,0,0,0,778.13,25.3,79.4,0.02,0,0
114,2021-06-15 19:24:34.000,14.55395402,121.09690728,53.975,85.3,192,37.9969,0,13,0,0,0,0,0,0,0,0,0,0,900.0,25.3,79.4,0.02,0,0
115,2021-06-15 19:24:37.000,14.55399718,121.09692163,54.224,85.3,155,31.3511,0,12,0,0,0,0,0,0,0,0,0,0,762.5,25.3,79.3,0.02,0,0
116,2021-06-15 19:24:40.000,14.55403889,121.09693672,54.225,85.3,261,49.4626,0,9,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.3,0.02,0,0
117,2021-06-15 19:24:43.000,14.55407829,121.09695221,54.194,85.3,130,23.7488,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.2,0.02,0,0
118,2021-06-15 19:24:46.000,14.55411563,121.09696741,54.078,85.3,63,10.3887,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.1,0.01,0,0
119,2021-06-15 19:24:48.000,14.55415178,121.09698281,53.808,85.0,24,1.4433,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.2,0.02,0,0
120,2021-06-15 19:24:51.000,14.55418956,121.09699947,53.713,85.0,24,1.4688,0,11,0,0,0,0,0,0,0,0,0,0,762.5,25.5,79.1,0.02,0,0
121,2021-06-15 19:24:54.000,14.55422745,121.09701627,53.565,85.0,38,11.6654,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.1,0.02,0,0
122,2021-06-15 19:24:57.000,14.55426503,121.09703233,53.544,85.0,42,8.8766,0,14,0,0,0,0,0,0,0,0,0,0,762.5,25.4,79.1,0.02,0,0
123,2021-06-15 19:25:00.000,14.55430297,121.09704671,53.799,85.0,493,92.9669,0,17,0,0,0,0,0,0,0,0,0,0,762.5,25.5,79.0,0.02,0,0
124,2021-06-15 19:25:03.000,14.55434371,121.09705783,53.711,85.0,286,55.2113,0,17,0,0,0,0,0,0,0,0,0,0,778.13,25.5,79.0,0.02,0,0
125,2021-06-15 19:25:06.000,14.55438698,121.09706931,53.619,85.0,266,47.1023,0,21,0,0,0,0,0,0,0,0,0,0,778.13,25.5,79.0,0.02,0,0
126,2021-06-15 19:25:09.000,14.55442689,121.09708186,53.716,85.0,489,92.9988,0,19,0,0,0,0,0,0,0,0,0,0,762.5,25.5,78.9,0.02,0,0
127,2021-06-15 19:25:11.000,14.55446452,121.09709356,53.569,85.0,518,90.7194,0,20,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.9,0.02,0,0
128,2021-06-15 19:25:14.000,14.55450075,121.09712118,53.359,85.0,210,33.327,0,20,0,0,0,0,0,0,0,0,0,0,762.5,25.5,78.8,0.01,0,0
129,2021-06-15 19:25:17.000,14.5545433,121.09713896,53.26,85.0,270,43.9381,0,27,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.02,0,0
130,2021-06-15 19:25:20.000,14.55458502,121.09715751,53.126,85.0,195,31.042,0,31,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.02,0,0
131,2021-06-15 19:25:23.000,14.55462273,121.09717626,52.776,85.0,86,14.0332,0,37,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.02,0,0
132,2021-06-15 19:25:26.000,14.55466885,121.09719344,51.995,85.0,301,55.7497,0,45,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.02,0,0
133,2021-06-15 19:25:29.000,14.55470991,121.0972157,52.37,85.0,170,26.9038,0,45,0,0,0,0,0,0,0,0,0,0,762.5,25.6,78.6,0.02,0,0
134,2021-06-15 19:25:31.000,14.5547545,121.09723175,52.616,85.0,272,54.2232,0,45,0,0,0,0,0,0,0,0,0,0,762.5,25.6,78.6,0.02,0,0
135,2021-06-15 19:25:34.000,14.55479533,121.09725551,52.373,85.0,853,162.1958,0,45,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.5,0.02,0,0
136,2021-06-15 19:25:37.000,14.55483965,121.09727633,52.282,85.0,1093,207.4085,0,43,0,0,0,0,0,0,0,0,0,0,778.13,25.7,78.5,0.02,0,0
137,2021-06-15 19:25:40.000,14.55487923,121.0973004,52.779,84.6,1049,199.8916,0,37,0,0,0,0,0,0,0,0,0,0,778.13,25.7,78.6,0.02,0,0
138,2021-06-15 19:25:43.000,14.55491584,121.09731509,52.806,84.4,209,37.5261,0,30,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.5,0.01,0,0
139,2021-06-15 19:25:46.000,14.55494637,121.09731944,52.325,84.4,292,67.9434,0,26,0,0,0,0,0,0,0,0,0,0,778.13,25.7,78.6,0.02,0,0
140,2021-06-15 19:25:49.000,14.55496146,121.09733155,52.007,84.4,266,54.7835,0,25,0,0,0,0,0,0,0,0,0,0,778.13,25.8,78.5,0.02,0,0
141,2021-06-15 19:25:52.000,14.55497382,121.09733281,52.141,84.4,169,40.7912,0,23,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.4,0.02,0,0
142,2021-06-15 19:25:54.000,14.55498415,121.09733735,52.062,84.4,305,60.848,0,22,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.3,0.02,0,0
143,2021-06-15 19:25:57.000,14.55498877,121.09733893,51.808,84.4,196,34.3147,0,18,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.2,0.01,0,0
144,2021-06-15 19:26:00.000,14.55498757,121.09733931,51.973,84.4,369,66.2993,0,16,0,0,0,0,0,0,0,0,0,0,884.38,25.8,78.2,0.02,0,0
145,2021-06-15 19:26:03.000,14.5549899,121.09733874,51.889,81.6,38,9.5313,0,16,0,0,0,0,0,0,0,0,0,0,778.13,25.8,78.2,0.02,0,0
146,2021-06-15 19:26:06.000,14.5549909,121.09733934,52.281,81.6,26,7.3741,0,15,0,0,0,0,0,0,0,0,0,0,762.5,25.8,78.1,0.03,0,0
147,2021-06-15 19:26:09.000,14.5549898,121.09733992,52.481,81.6,33,8.4028,0,15,0,0,0,0,0,0,0,0,0,0,746.88,25.8,78.1,0.02,0,0
148,2021-06-15 19:26:12.000,14.55499227,121.09733897,53.147,81.6,32,8.3175,0,15,0,0,0,0,0,0,0,0,0,0,731.25,25.8,78.1,0.02,0,0
149,2021-06-15 19:26:15.000,14.55499085,121.09733868,53.141,81.6,55,12.6564,0,14,0,0,0,0,0,0,0,0,0,0,746.88,25.8,77.9,0.02,0,0
150,2021-06-15 19:26:17.000,14.55498924,121.09733908,53.265,80.5,126,32.8294,0,15,0,0,0,0,0,0,0,0,0,0,746.88,25.8,77.9,0.01,0,0
151,2021-06-15 19:26:20.000,14.55498795,121.09733997,53.234,80.6,261,53.3323,0,16,0,0,0,0,0,0,0,0,0,0,853.13,25.8,77.8,0.02,0,0
152,2021-06-15 19:26:23.000,14.55499067,121.09734228,53.4,80.6,127,26.4465,0,16,0,0,0,0,0,0,0,0,0,0,731.25,25.8,77.8,0.01,0,0
153,2021-06-15 19:26:26.000,14.55499582,121.097346,53.774,80.6,174,35.0261,0,13,0,0,0,0,0,0,0,0,0,0,731.25,25.9,77.8,0.02,0,0
154,2021-06-15 19:26:29.000,14.55500238,121.09734988,54.466,80.6,193,38.1366,0,12,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.8,0.01,0,0
155,2021-06-15 19:26:32.000,14.55500824,121.09735315,54.375,80.6,65,11.204,0,12,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.6,0.02,0,0
156,2021-06-15 19:26:35.000,14.55501542,121.09735758,54.544,80.6,253,52.1346,0,12,0,0,0,0,0,0,0,0,0,0,703.13,25.9,77.6,0.01,0,0
